,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
34,3116 days,99.90689013,60345.9515,80247.342,503.459515,703.458242,23.47653067,46.73119141,0.502373896,0.947396284,0.27816005,-84.39936179,-6.965820979,1908 days,59 days,464,54.09482759,20.43429343,-14.50331126,0.445179433,56 days,8 days,1.295885004,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  59204.8715     0.262220              NaT
2013-02-26  59157.5115     0.262810              NaT
2013-02-27  59871.6115     0.253912              NaT
2013-02-28  59976.6915     0.252602              NaT
2013-03-01  60345.9515     0.248001        1908 days

[2148 rows x 3 columns]",
35,3116 days,99.90689013,212948.541,213122.781,2029.48541,703.458242,43.16310413,54.69201646,0.789203012,1.721160831,0.958006766,-45.05511408,-6.828964951,532 days,40 days,599,55.75959933,13.79027612,-20.43429343,0.623635052,58 days,9 days,1.383263739,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  208877.661     0.019919              NaT
2013-02-26  208708.701     0.020711              NaT
2013-02-27  211256.301     0.008758              NaT
2013-02-28  211631.181     0.006999              NaT
2013-03-01  212948.541     0.000818          10 days

[2148 rows x 3 columns]",
36,3116 days,99.90689013,363257.2535,526595.3475,3532.572535,703.458242,52.41998008,58.03146985,0.903302643,2.147071821,0.977076038,-53.64984714,-6.031438891,560 days,35 days,631,57.52773376,13.79027612,-20.43429343,0.736166045,58 days,9 days,1.454321537,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  356318.2535     0.323355              NaT
2013-02-26  356030.2535     0.323902              NaT
2013-02-27  360372.7535     0.315655              NaT
2013-02-28  361011.7535     0.314442              NaT
2013-03-01  363257.2535     0.310178         560 days

[2148 rows x 3 columns]",
37,3116 days,80.67970205,666.459,10000,-93.33541,703.458242,-27.22085662,23.40231376,0,0,0,-95.62771,-95.62771,3115 days,3115 days,400,41.25,20.43429343,-13.79027612,-0.6441737,42 days,7 days,0.79232164,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    666.459     0.933354              NaT
2013-02-26    666.459     0.933354              NaT
2013-02-27    666.459     0.933354              NaT
2013-02-28    666.459     0.933354              NaT
2013-03-01    666.459     0.933354        3115 days

[2148 rows x 3 columns]",
38,3116 days,99.90689013,354395.7375,389552.028,3443.957375,703.458242,51.97899414,57.63520494,0.901861878,2.141982811,0.962117432,-54.02562348,-5.902811309,472 days,33 days,577,56.49913345,13.43542785,-20.43429343,0.59712305,58 days,9 days,1.373638972,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23    9878.5000     0.012150              NaT
2004-08-24    9470.8000     0.052920              NaT
2004-08-25    9572.5000     0.042750              NaT
...                 ...          ...              ...
2013-02-25  347626.3575     0.107625              NaT
2013-02-26  347345.3975     0.108347              NaT
2013-02-27  351581.7475     0.097472              NaT
2013-02-28  352205.1275     0.095871              NaT
2013-03-01  354395.7375     0.090248         472 days

[2148 rows x 3 columns]",
39,3116 days,99.90689013,36374.5255,56236.2725,263.745255,703.458242,16.35682609,45.03156817,0.363230213,0.638364623,0.195261366,-83.76888066,-8.615275852,1942 days,90 days,428,52.57009346,20.43429343,-13.79027612,0.40558597,56 days,8 days,1.262504881,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  35680.6255     0.365523              NaT
2013-02-26  35651.8255     0.366035              NaT
2013-02-27  36086.0755     0.358313              NaT
2013-02-28  36149.9755     0.357177              NaT
2013-03-01  36374.5255     0.353184        1942 days

[2148 rows x 3 columns]",
40,3116 days,99.90689013,1050.152,11496.0425,-89.49848,703.458242,-23.23295301,26.34303507,0,0,0,-90.87084099,-23.82407207,3101 days,778 days,463,44.27645788,13.79027612,-20.43429343,-0.554154126,56 days,8 days,0.834847266,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25   1065.572     0.907310              NaT
2013-02-26   1066.212     0.907254              NaT
2013-02-27   1056.562     0.908093              NaT
2013-02-28   1055.142     0.908217              NaT
2013-03-01   1050.152     0.908651        3101 days

[2148 rows x 3 columns]",
41,3116 days,77.93296089,484.7645,10000,-95.152355,703.458242,-29.88861755,22.73641713,0,0,0,-95.152355,-95.152355,3115 days,3115 days,414,40.09661836,20.43429343,-13.31568498,-0.760805982,56 days,7 days,0.756647201,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    484.7645     0.951524              NaT
2013-02-26    484.7645     0.951524              NaT
2013-02-27    484.7645     0.951524              NaT
2013-02-28    484.7645     0.951524              NaT
2013-03-01    484.7645     0.951524        3115 days

[2148 rows x 3 columns]",
42,3116 days,99.90689013,217349.7505,283677.1025,2073.497505,703.458242,43.50711027,54.73978865,0.794798653,1.756247624,0.874293996,-49.76256323,-7.367481871,560 days,43 days,639,56.65101721,13.79027612,-20.43429343,0.626579688,58 days,9 days,1.38934438,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  213201.7705     0.248435              NaT
2013-02-26  213029.6105     0.249042              NaT
2013-02-27  215625.4605     0.239891              NaT
2013-02-28  216007.4405     0.238545              NaT
2013-03-01  217349.7505     0.233813         560 days

[2148 rows x 3 columns]",
43,3116 days,99.90689013,160776.175,160907.515,1507.76175,703.458242,38.51985941,52.80002003,0.729542515,1.529712077,0.774268297,-49.75001504,-6.171036513,553 days,40 days,582,55.67010309,13.31568498,-20.43429343,0.480033391,58 days,9 days,1.300571947,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  157707.595     0.019887              NaT
2013-02-26  157580.235     0.020678              NaT
2013-02-27  159500.585     0.008744              NaT
2013-02-28  159783.165     0.006988              NaT
2013-03-01  160776.175     0.000816          10 days

[2148 rows x 3 columns]",
44,3116 days,99.90689013,1813.092,11496.0425,-81.86908,703.458242,-18.1537142,30.14595344,0,0,0,-84.24003739,-22.16637117,3101 days,778 days,531,46.51600753,13.79027612,-20.43429343,-0.343062022,56 days,8 days,0.916613193,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25   1843.932     0.839603              NaT
2013-02-26   1845.212     0.839492              NaT
2013-02-27   1825.912     0.841170              NaT
2013-02-28   1823.072     0.841417              NaT
2013-03-01   1813.092     0.842286        3101 days

[2148 rows x 3 columns]",
45,3116 days,59.40409683,428.1545,11496.0425,-95.718455,703.458242,-30.90263076,20.35446884,0,0,0,-96.27563572,-25.17527076,3101 days,778 days,363,38.01652893,20.43429343,-13.79027612,-1.009539532,42 days,6 days,0.666314829,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25    428.1545     0.962756              NaT
2013-02-26    428.1545     0.962756              NaT
2013-02-27    428.1545     0.962756              NaT
2013-02-28    428.1545     0.962756              NaT
2013-03-01    428.1545     0.962756        3101 days

[2148 rows x 3 columns]",
46,3116 days,94.36685289,643.6505,11496.0425,-93.563495,703.458242,-27.51757838,23.21342233,0,0,0,-94.40111238,-24.70663992,3101 days,778 days,441,41.26984127,13.79027612,-20.43429343,-0.777356598,56 days,8 days,0.752063222,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25    643.6505     0.944011              NaT
2013-02-26    643.6505     0.944011              NaT
2013-02-27    643.6505     0.944011              NaT
2013-02-28    643.6505     0.944011              NaT
2013-03-01    643.6505     0.944011        3101 days

[2148 rows x 3 columns]",
47,3116 days,99.90689013,328422.1675,510426.31,3184.221675,703.458242,50.62792189,56.60214944,0.894452285,2.112135781,0.953727281,-53.08427567,-7.012810435,560 days,37 days,658,56.23100304,13.79027612,-20.43429343,0.548365726,58 days,9 days,1.342114449,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  322146.2275     0.368868              NaT
2013-02-26  321885.7475     0.369379              NaT
2013-02-27  325813.2975     0.361684              NaT
2013-02-28  326391.2375     0.360552              NaT
2013-03-01  328422.1675     0.356573         560 days

[2148 rows x 3 columns]",
48,3116 days,99.90689013,991.2815,10000,-90.087185,703.458242,-23.75078053,27.01034644,0,0,0,-90.093785,-90.093785,3115 days,3115 days,486,44.23868313,13.79027612,-20.43429343,-0.551625626,56 days,8 days,0.837534485,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   1006.7015     0.899330              NaT
2013-02-26   1007.3415     0.899266              NaT
2013-02-27    997.6915     0.900231              NaT
2013-02-28    996.2715     0.900373              NaT
2013-03-01    991.2815     0.900872        3115 days

[2148 rows x 3 columns]",
